Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement,0.000000000000000000e+00,1.084219961999999954e-01,-7.871580184000000202e-02,-4.769819390999999742e-01,4.954425062000000213e-01
,,,,,,,57.613969,-1.491282066,6.836069866,-0.9454941863,7.060434312
,,,,,,,57.624011,-1.634260961,7.116447365,-0.870653919,7.353412149
,,,,,,,57.634054,-1.813410731,7.328110139999999,-0.7553642949,7.586845979999999
,,,,,,,57.644096,-2.093911753,7.519071431999999,-0.6003231061,7.828236676999999
,,,,,,,57.654139,-2.327805056,7.658359711,-0.5677823277,8.024433101999998
,,,,,,,57.664182,-2.379781687,7.775598139,-0.6727578288,8.159405027
,,,,,,,57.674224,-2.46545626,7.860821307,-0.876888805,8.284921253
,,,,,,,57.684267,-2.666875006,8.019159228999998,-1.063648727,8.517657286
,,,,,,,57.694309,-2.884248756,8.040885143,-1.373631263,8.652259105
,,,,,,,57.704352,-3.05995934,7.603950784,-1.69825362,8.370632237
,,,,,,,57.714395,-3.225963255,6.764080117,-2.01098654,7.759103402
,,,,,,,57.724437,-3.354214329,6.280131805,-2.218046533,7.457247459
,,,,,,,57.73448,-3.53364228,5.780190774,-2.201572441,7.123493129
,,,,,,,57.744522,-3.581703469,5.135463912,-2.059705102,6.591204324
,,,,,,,57.754565,-3.071027535,4.347423549,-1.638183419,5.569106441
,,,,,,,57.764607,-2.40189688,2.740805154,-0.9634357828,3.769526498
,,,,,,,57.77465,-2.354278033,-0.2017113984,-0.470220292,2.409236325
,,,,,,,57.784693,-2.595814963,-4.737663798,-1.607931095,5.636413398
,,,,,,,57.794735,-2.521788921,-10.4044642,-2.544572597,11.00396039
,,,,,,,57.804778,-0.454789563,-14.02845268,0.09464237474,14.03614176
,,,,,,,57.81482,1.926744389,-14.48193232,1.819521949,14.7224104
,,,,,,,57.824863,3.085252056,-12.51381684,0.7799302019999999,12.91211382
,,,,,,,57.834906,2.97705664,-9.895037227,-0.5072582735,10.34562414
,,,,,,,57.844948,1.661365729,-7.932154998999998,-0.1879973388,8.106451874999998
,,,,,,,57.854991,0.2453494611,-6.809890712,0.2767153877,6.819925167
,,,,,,,57.865033,-0.6588752232,-6.191419603,0.3966955751,6.239003177
,,,,,,,57.875076,-0.9523147441,-5.727982739,0.3463288289,5.816926447
,,,,,,,57.885119,-1.097197711,-4.914582417,0.1193843561,5.03698479
,,,,,,,57.895161,-1.179752064,-4.308053076,-0.2741876364,4.475077106
,,,,,,,57.905204,-1.094273519,-3.684369759,-0.6809234655,3.903289871
,,,,,,,57.915246,-1.37881175,-3.0085667,-0.8259917164,3.410990728
,,,,,,,57.925289,-2.242777624,-1.75740113,-0.4621802608,2.88654132
,,,,,,,57.935332,-3.651923267,0.6887739372,0.420568039,3.740030823
,,,,,,,57.945374,-3.789401247,2.88212534,0.8070175015999999,4.828818234
,,,,,,,57.955417,-4.293373641,4.578362839,1.162237022,6.383201266
,,,,,,,57.965459,-4.95750098,5.791154888,1.477368032,7.765108319
,,,,,,,57.975502,-4.994286983,6.739497253,1.240567492,8.479547947
,,,,,,,57.985544,-4.666060549,7.695132265,0.8804070747,9.042250729
,,,,,,,57.995587,-4.264187264,8.71661862,0.8170068848,9.73808161
,,,,,,,58.00563,-3.848868892,9.514737829,1.360842379,10.35354624
,,,,,,,58.015672,-3.120028079,10.25920883,1.541655829,10.83340407
,,,,,,,58.025715,-2.32828789,10.50725006,1.223035201,10.83139157
,,,,,,,58.035757,-2.029392844,9.565621469,0.7304780333999998,9.805771135
,,,,,,,58.0458,-2.320504954,7.613919117,0.4867117059,7.974546749
,,,,,,,58.055843,-2.361310041,6.084681605,0.2153435969,6.530352839
,,,,,,,58.065885,-1.851989491,4.175454597,-0.1852602571,4.571499484
,,,,,,,58.075928,-1.289425949,1.796286283,-0.04597432693,2.211645841
,,,,,,,58.08597,-0.655729275,-0.6478042513,0.2954831958,0.9679574108
,,,,,,,58.096013,0.06665211886,-3.207946229,1.166816561,3.414208898
,,,,,,,58.106056,0.7212119508,-5.612106128,2.746347145,6.289539292
,,,,,,,58.116098,1.185499,-7.666719475,5.065461631,9.265144193
,,,,,,,58.126141,1.503081455,-8.990722640999998,7.300323586,11.67848757
,,,,,,,58.136183,2.093725373,-9.349561588,8.509724249999998,12.81457743
,,,,,,,58.146226,2.776187825,-8.729469631,7.776144269,12.01579288
,,,,,,,58.156268,3.147845915,-7.158780037,5.762259117,9.713943363
,,,,,,,58.166311,2.476694901,-4.395546718,3.671659666,6.239866448
,,,,,,,58.176354,1.648121054,-1.796978593,1.797485547,3.02925558
,,,,,,,58.18639529,0.9170056745,0.1819559956,0.5827533925,1.101639191
,,,,,,,58.19643829,0.1023639885,1.837266494,0.04427394748,1.840648456
,,,,,,,58.20648029,-0.4496909371,2.970223584,-0.3613298972,3.025724602
,,,,,,,58.21652329,-0.5025307631,3.615776072,-0.7840122894,3.733771423
,,,,,,,58.22656629,-0.1235756403,3.531056934,-1.523023676,3.847497255
,,,,,,,58.23660829,0.3762718356,2.732091633,-2.479563253,3.708657319
,,,,,,,58.24665129,0.9120647773,1.540074742,-3.495792961,3.927373269
,,,,,,,58.25669329,1.57605646,0.1829535306,-4.448287434,4.722783825
,,,,,,,58.26673629,2.074513176,-1.365021969,-5.793317188,6.303127314
,,,,,,,58.27677929,2.271619307,-2.964137217,-9.055305723,9.795148057
,,,,,,,58.28682129,2.021107047,-3.8542916,-9.759699912,10.68607411
,,,,,,,58.29686429,1.370077764,-3.526537036,-6.671719837,7.669773278
,,,,,,,58.30690629,0.7251965359,-2.634193456,-3.877168831,4.743134335
,,,,,,,58.31694929,0.2301829532,-1.245304322,-1.917949445,2.298324851
,,,,,,,58.32699229,-0.2798497877,0.6695909768,-0.9197734541000001,1.171601975
,,,,,,,58.33703429,-0.6315115696,0.9361655384,-1.070491285,1.556009116
,,,,,,,58.34707729,-0.6543005079,1.13294598,-0.9099659193,1.593647929
,,,,,,,58.35711929,-0.5072137982,1.247620988,-0.3012472348,1.380062993
,,,,,,,58.36716229,-0.2822793058,0.7736287308,0.5100688474,0.968686352
,,,,,,,58.37720429,-0.2244766554,-0.0338086009,1.099690526,1.122876682
,,,,,,,58.38724729,-0.2132312903,-0.95012752,1.294789892,1.620089736
,,,,,,,58.39729029,-0.125986155,-1.429529622,1.364834273,1.980454504
,,,,,,,58.40733229,0.002722755969,-1.301846897,1.567643194,2.037723716
,,,,,,,58.41737529,0.1457129064,-0.9050969428,1.748115166,1.97391473
,,,,,,,58.42741729,0.326089569,-0.4388276875,1.91151093,1.988159496
,,,,,,,58.43746029,0.388603321,-0.005178294182,2.112507799,2.147959161
,,,,,,,58.44750329,0.2182496631,0.4738548481,2.430256022,2.485621787
,,,,,,,58.45754529,-0.03945847303,0.7990921855,2.535047482,2.658302283
,,,,,,,58.46758829,-0.4012394464,0.6939265037,2.417292745,2.54672953
,,,,,,,58.47763029,-1.116540447,0.6388761377,2.328354256,2.660086245
,,,,,,,58.48767329,-1.708418712,0.9150214219,2.274322475,2.988059808
,,,,,,,58.49771629,-1.601598268,1.08802533,2.075025392,2.838070913
,,,,,,,58.50775829,-0.9901338771,1.029715726,1.672812969,2.199768806
,,,,,,,58.51780129,-0.3486709312,0.8609756076,1.20324413,1.520081199
,,,,,,,58.52784329,0.2320037761,0.8694569938999999,0.8836604655,1.261204597
,,,,,,,58.53788629,0.6894840816,1.06642747,0.6039507186,1.406204934
,,,,,,,58.54792829,1.051334637,1.308548976,0.4041770875,1.72654686
,,,,,,,58.55797129,1.261751955,1.712275243,0.3860939884,2.161706055
,,,,,,,58.56801429,1.302281637,1.846246063,0.2215673733,2.270166093
,,,,,,,58.57805629,1.449942544,1.094748459,-0.05444634855,1.817628117
,,,,,,,58.58809929,1.439973041,0.178441819,-0.1626169145,1.460071266
,,,,,,,58.59814129,1.17495764,-0.1609370095,-0.08998740635999998,1.189337593
,,,,,,,58.60818429,0.7458717057,0.03196906686,-0.1388960031,0.7593673171
,,,,,,,58.61822729,0.5995813867,-0.08752580166,-0.4411272512,0.7495010721
,,,,,,,58.62826929,0.6966086215,-0.7112629133,-0.8432537203,1.304697413
,,,,,,,58.63831229,0.6719406804,-1.486162244,-1.319651669,2.098014066
,,,,,,,58.64835429,0.6268156707,-2.120344822,-1.635826553,2.750397891
,,,,,,,58.65839729,0.4336827224,-2.332710432,-1.731571639,2.937338762
,,,,,,,58.66844029,0.1063655305,-1.68222991,-1.859682526,2.509906411
,,,,,,,58.67848229,0.1442785844,-0.7246933829999999,-1.816406114,1.960950784
,,,,,,,58.68852529,0.5076479539,-0.1774594867,-1.389572673,1.490003533
,,,,,,,58.69856729,0.8374762326,0.03110075533,-0.8539935205,1.196511024
,,,,,,,58.70861029,0.4065659675,0.4362712848,-0.3190141457,0.6763124611
,,,,,,,58.71865229,-0.1697543183,0.7946868931999999,0.2036784017,0.837752158
,,,,,,,58.72869529,0.1403942791,0.6216642737,0.6542437899,0.9133520457
,,,,,,,58.73873829,0.8515838099,0.4259474409,1.003324245,1.383215728
,,,,,,,58.74878029,1.404644164,0.4494772214,1.250924081,1.93387333
,,,,,,,58.75882329,1.961421301,0.2509981638,1.523034786,2.495958445
,,,,,,,58.76886529,2.595041961,0.2191600746,2.584869268,3.669308253
,,,,,,,58.77890829,2.639153356,0.4868847835,3.393509372,4.326441157
,,,,,,,58.78895129,2.110312169,0.3959126329,3.633749244,4.220698737
,,,,,,,58.79899329,1.730148719,0.08556230664,3.54044113,3.941504649
,,,,,,,58.80903629,1.32810148,-0.2955843526,2.870373313,3.176518
,,,,,,,58.81907829,1.082587712,-0.8456944941999999,2.045590362,2.464068843
,,,,,,,58.82912129,0.6896206141,-1.541366392,1.102468538,2.01663676
,,,,,,,58.83916429,-0.4688005149,-2.274766279,-0.5243695289,2.381028969
,,,,,,,58.84920629,-2.092194571,-2.393261274,-3.070079409,4.41931728
,,,,,,,58.85924929,-2.777632672,-2.284684326,-3.501252214,5.019341869
,,,,,,,58.86929129,-2.258973534,-1.980419197,-2.549282529,3.94003338
,,,,,,,58.87933429,-1.344260553,-1.340433258,-1.277844077,2.288380046
,,,,,,,58.88937629,-0.6677382866,-0.9536411119,-0.3155321288,1.206178392
,,,,,,,58.89941929,-0.02497784346,-0.9647198313,0.390698086,1.041130751
,,,,,,,58.90946229,0.5513330868,-1.23512198,0.7648777878,1.553876607
,,,,,,,58.91950429,1.052391521,-1.497987653,0.6425511128,1.940197633
,,,,,,,58.92954729,1.755124078,-1.449176851,0.2231535767,2.287000567
,,,,,,,58.93958929,2.243684235,-1.156470498,-0.3591339388,2.549611763
,,,,,,,58.94963229,2.56697708,-0.7127545381,-0.6478141916,2.741724565
,,,,,,,58.95967529,2.889776421,-0.6837494248,-0.535073588,3.017387079
,,,,,,,58.96971729,2.891134729,-0.2074896169,-0.176116966,2.903916175
,,,,,,,58.97976029,2.839619005,0.03835422635,0.1547500706,2.844091195
,,,,,,,58.98980229,2.763769509,0.4274805808,0.6424777302,2.869484131
,,,,,,,58.99984529,2.083475934,1.101763363,1.735948134,2.927160809
,,,,,,,59.00988829,1.316512883,1.242046838,2.771360364,3.310033955
,,,,,,,59.01993029,0.3744211918,1.05376474,3.672358993,3.838858155
,,,,,,,59.02997329,-0.5367749816,0.418120358,4.093974232,4.15012976
,,,,,,,59.04001529,-1.450436487,0.3172611505,4.063925098,4.326650881
,,,,,,,59.05005829,-3.187974187,0.6645389825,3.368655197,4.685363306
,,,,,,,59.06010029,-4.223980933,-2.371095064,1.249725986,5.002591504
,,,,,,,59.07014329,-5.610382369,-2.632984836,-0.4874478704,6.216639357
,,,,,,,59.08018629,-6.789909607,-1.816759139,-0.9089180982,7.087285683
,,,,,,,59.09022829,-7.170769168,-0.02489101231,-1.551898397,7.336820746
,,,,,,,59.10027129,-5.944370649,0.7382595079999998,-2.789845167,6.607859379
,,,,,,,59.11031329,-4.71223221,0.555474962,-2.188378345,5.225197089
,,,,,,,59.12035629,-3.632488584,0.5171119648,-1.16078662,3.848350773
,,,,,,,59.13039929,-2.444083518,0.5045363581,-0.3209432884,2.516168868
,,,,,,,59.14044129,-1.435117367,0.5365001625,-0.1957921158,1.544580472
,,,,,,,59.15048429,-0.1176939992,0.1972248298,-1.325131387,1.344887617
,,,,,,,59.16052629,0.3743059651,-0.08207327305999998,-2.058269757,2.093636877
,,,,,,,59.17056929,1.411160301,-1.41379301,-2.547963397,3.237638266
,,,,,,,59.18061229,1.646070874,-1.882492953,-0.9848395157,2.687608214
,,,,,,,59.1906545,1.201044554,-1.474561368,0.2050546901,1.912821653
,,,,,,,59.2006975,1.300717653,-0.3189814013,-0.6052583022,1.469677911
,,,,,,,59.2107395,1.397046877,0.1771244413,-1.572274481,2.110725015
,,,,,,,59.2207825,1.307976387,0.2226134402,-1.492964018,1.997323342
,,,,,,,59.2308245,1.112490811,0.1477380896,-1.095265353,1.568141748
,,,,,,,59.2408675,0.9918291311,-0.1209590113,-0.5411492836,1.136309225
,,,,,,,59.2509105,0.7704133468999999,-0.5795912182,-0.1834292015,0.981381158
,,,,,,,59.2609525,0.6162378383,-1.043470716,-0.6308549273,1.366220388
,,,,,,,59.2709955,0.7729240682,-1.486988456,-1.245248481,2.087867348
,,,,,,,59.2810375,0.3575763137,-1.96290971,-0.7119748119,2.118438926
,,,,,,,59.2910805,-0.6006432046,-2.683433443,2.711231399,3.861652885
,,,,,,,59.3011235,-0.546890884,-2.893596407,3.242036958,4.379816599
,,,,,,,59.3111655,-0.01032749847,-2.432318335,0.3434566766,2.456469342
,,,,,,,59.3212085,0.5600648801,-1.725184726,-3.896082235,4.297603028
,,,,,,,59.3312505,0.7264808767999998,-1.535076542,-5.231437186,5.500197222
,,,,,,,59.3412935,0.6260644497,-2.595974885,-2.42371825,3.606307316
,,,,,,,59.3513365,0.1096443567,-2.853749971,0.02535060346,2.855968039
,,,,,,,59.3613785,0.958158963,-3.123498986,1.315411268,3.522019495
,,,,,,,59.3714215,1.176807918,-3.201768646,2.145446042,4.02978139
,,,,,,,59.3814635,1.064879346,-3.52012381,5.123090619,6.306448854
,,,,,,,59.3915065,1.227069487,-3.546440374,4.806570311,6.098037143
,,,,,,,59.4015485,0.6580174367,-3.430587736,1.588542312,3.837367045
,,,,,,,59.4115915,0.6903034227,-2.208881607,-1.25817112,2.634135785
,,,,,,,59.4216345,0.2353479084,-0.7130778891,-3.690387713,3.76600985
,,,,,,,59.4316765,-0.09749336746,-0.5515087956,-4.156611945,4.194173312
,,,,,,,59.4417195,-0.1685801974,-0.4503636593,-3.60783146,3.639738254
,,,,,,,59.4517615,-0.5052580507,-0.4996305442,-2.482190992,2.581896299
,,,,,,,59.4618045,-2.355699637,-0.004488907456,-0.8198731899,2.494300098
,,,,,,,59.4718475,-4.302547338,0.7036767358,-0.7470238996,4.423247591
,,,,,,,59.4818895,-5.232054067,1.036028965,-0.4497958946,5.35257528
,,,,,,,59.4919325,-5.227479206,1.276812043,0.3054187846,5.389811543
,,,,,,,59.5019745,-4.851297417,1.284942012,1.214270225,5.163391791
,,,,,,,59.5120175,-5.593222545,0.7211938244,2.178464391,6.045656794
,,,,,,,59.5220605,-7.142220722,0.2560887498,3.704289469,8.04976141
,,,,,,,59.5321025,-6.285283787,0.04749517858,4.962525492,8.008352348
,,,,,,,59.5421455,-4.232638905,-0.06118526459,5.07240403,6.606682857
,,,,,,,59.5521875,-2.22730019,-0.2445849377,4.298037381,4.847041701
,,,,,,,59.5622305,-0.7634319175999998,-0.2297827113,3.655174611,3.741113447
,,,,,,,59.5722735,0.2760523865,0.1580081391,2.67232081,2.691183755
,,,,,,,59.5823155,1.046599123,0.6107229638,1.352546934,1.815966815
,,,,,,,59.5923585,1.340266027,0.942729038,0.5251828766,1.720717326
,,,,,,,59.6024005,1.307067584,0.7572951186,0.2602408576,1.532855789
,,,,,,,59.6124435,0.6741015921,0.4729216325,0.1438976383,0.8359272439999998
,,,,,,,59.6224855,-0.2993497402,0.1128582788,-0.01424557149,0.3202345927
,,,,,,,59.6325285,-0.8678427238999998,-0.02146746755,-0.4959087914,0.9997686607
,,,,,,,59.6425715,-1.27143816,0.4188231933,-0.9444042653,1.638251286
,,,,,,,59.6526135,-1.45721151,0.9086371395,-1.213741636,2.102915974
,,,,,,,59.6626565,-1.360973942,0.7564311925,-1.285882244,2.019388859
,,,,,,,59.6726985,-0.9506745270000002,0.4754789123,-1.519289644,1.854212306
,,,,,,,59.6827415,-0.4281551302,0.394876214,-1.900394788,1.987647955
,,,,,,,59.6927845,0.2758081191,0.1300721893,-2.306372234,2.326444019
,,,,,,,59.7028265,0.9043508381,-0.04551121831,-2.509120343,2.667509439
,,,,,,,59.7128695,1.604372187,-0.3211249906,-2.699343717,3.156515148
,,,,,,,59.7229115,2.113939489,-0.7925476893999999,-2.942117772,3.708494167
,,,,,,,59.7329545,2.405170298,-0.9290412909,-3.160575011,4.078871938
,,,,,,,59.7429975,2.294096443,-0.4932455309,-2.914183284,3.741474824
,,,,,,,59.7530395,1.73895331,-0.09985450968,-2.469159302,3.021701044
,,,,,,,59.7630825,1.493534267,-0.43901933,-1.933479504,2.482282331
,,,,,,,59.7731245,1.772785008,-0.9322620834,-0.9896628839,2.234124415
,,,,,,,59.7831675,1.491361296,-1.025436003,-0.7884941071,1.974183494
,,,,,,,59.7932095,1.070109462,-1.050922408,-1.042435759,1.826538935
,,,,,,,59.8032525,1.022448295,-1.271526599,-1.068518434,1.950362031
,,,,,,,59.8132955,0.9340953317,-1.27250323,-1.218563835,1.994165585
,,,,,,,59.8233375,0.5408439859,-0.9702966864000001,-1.538305374,1.89746444
,,,,,,,59.8333805,0.1631804399,-0.6184513749,-2.632490162,2.709079993
,,,,,,,59.8434225,0.07274345577,-0.403490259,-4.368733141,4.387929496
,,,,,,,59.8534655,0.3472415793,-0.6709894115,-5.155147979,5.210216328
,,,,,,,59.8635085,0.2991947159,-0.7677280131,-3.721077994,3.81121309
,,,,,,,59.8735505,0.3179505372,-0.5174587047,-2.875759476,2.939191831
,,,,,,,59.8835935,0.7760681890999999,-0.4271711169,-3.233086333,3.352253605
,,,,,,,59.8936355,1.064514699,-0.4658763955,-1.18560425,1.660087286
,,,,,,,59.9036785,2.008331904,-0.8256634683,2.135890814,3.045840897
,,,,,,,59.9137215,2.631825626,-0.8559138192,2.30181199,3.599643458
,,,,,,,59.9237635,2.647844365,-0.2616419967,1.894006705,3.266006386
,,,,,,,59.9338065,2.441534132,0.01513851441,0.5578769982,2.504504908
,,,,,,,59.9438485,1.389506746,-0.3321481615,-0.2997364604,1.459757975
,,,,,,,59.9538915,-0.3214077035,-0.7235599002,-0.6225296617,1.007166829
,,,,,,,59.9639345,-0.2842702827,-0.8916375293999999,-0.2170509839,0.9606967300000001
,,,,,,,59.9739765,0.004520774782,-1.643797331,-0.142275036,1.649949177
,,,,,,,59.9840195,0.6538923723,-1.434644473,-0.5514351207,1.670287608
,,,,,,,59.9940615,0.4035221994,-1.432186889,-1.488862488,2.104923029
,,,,,,,60.0041045,0.2430120367,-0.8503390838,-2.00668489,2.192923996
,,,,,,,60.0141465,0.3157177779,-0.5132110314,-1.528619462,1.643088779
,,,,,,,60.0241895,0.3250285918,-0.3894533965,-1.232639837,1.332936046
,,,,,,,60.0342325,0.1012794761,-0.3462168548,-0.8909595447999998,0.9612141037
,,,,,,,60.0442745,0.02822348669,-0.350575954,-0.5063571811,0.6165206076
,,,,,,,60.0543175,0.08488461435,-0.5586324584,-0.3620888293,0.6711065055
,,,,,,,60.0643595,-0.05721500516,-0.7926396368,-0.248763358,0.8327270614999999
,,,,,,,60.0744025,-0.1432051818,-0.7614217179,-0.1246041656,0.7847273123
,,,,,,,60.0844455,0.1158194549,-0.7611260681,-0.2442586631,0.8077062164999999
,,,,,,,60.0944875,0.148284658,-0.8633856106999999,-0.5860401124,1.053976312
,,,,,,,60.1045305,-0.02473723054,-0.9054732111,-0.9473962855000002,1.310745356
,,,,,,,60.1145725,-0.06478568763,-0.8591982003,-1.223030523,1.49606898
,,,,,,,60.1246155,-0.111976811,-0.7935203736999998,-1.305072806,1.53147916
,,,,,,,60.1346575,-0.1350733128,-0.6626462388,-1.094587076,1.286649021
,,,,,,,60.1447005,-0.2364672482,-0.6603096914,-0.8658954548999999,1.114316197
,,,,,,,60.1547435,-0.1361625029,-0.5478895884,-0.6851071483,0.8877471672
,,,,,,,60.1647855,-0.0561016953,-0.4987114715,-0.454429813,0.6770280548
,,,,,,,60.1748285,-0.2333517055,-0.4667335607,-0.2396779543,0.5742288368
,,,,,,,60.18487104,-0.2265765367,-0.406998296,-0.2550368357,0.5310633931
,,,,,,,60.19491404,0.02928080946,-0.3427754394,-0.1681290847,0.3829095935
,,,,,,,60.20495704,0.1713425682,-0.2931647017,-0.004490661621,0.3395938516
,,,,,,,60.21499904,0.07779311121,-0.2123521249,-0.1510721719,0.271970576
,,,,,,,60.22504204,-0.08096303299,-0.2110614982,-0.4434785628,0.4977702326
,,,,,,,60.23508404,-0.1629379267,-0.2494360984,-0.5550124472,0.6299253541
,,,,,,,60.24512704,-0.2311968604,-0.2145671598,-0.6427621973,0.7159848438
,,,,,,,60.25517004,-0.163656988,-0.1243095024,-0.8955151105,0.9187947405
,,,,,,,60.26521204,-0.1959102295,-0.2546064806,-1.690470976,1.720725834
,,,,,,,60.27525504,-0.5986968492,-0.7303501256,0.6654300982,1.15526899
,,,,,,,60.28529704,-1.039871609,-0.7138153692,1.540437269,1.990932526
,,,,,,,60.29534004,-0.9915174745,-0.205048514,1.987248745,2.23031598
,,,,,,,60.30538204,-1.242721168,-0.04316334195,2.27432306,2.592057938
,,,,,,,60.31542504,-0.3146610399,0.1865425881,1.08272249,1.142846314
,,,,,,,60.32546804,0.3479831524,0.1732234713,0.06295580149,0.3937792254
,,,,,,,0.0,2.003284149,0.8653504944,10.06237518,10.29627958
,,,,,,,0.01004199998,2.079026642,0.9698332214,9.986333313,10.24645213
,,,,,,,0.02008499997,2.123035126,1.043629761,9.954150238,10.23140011
,,,,,,,0.03012699995,2.061363373,1.077309723,9.797725525,10.07001691
,,,,,,,0.04016999993,1.911075897,1.114881592,9.624535675,9.875568794
,,,,,,,0.05021199991,1.747615814,1.145418091,9.868977356,10.08775781
,,,,,,,0.0602549999,1.655856628,0.9957293701,10.33914963,10.518144
,,,,,,,0.070297,1.537003784,0.8187973022,10.89644073,11.03472838
,,,,,,,0.08033999998999998,1.734143829,0.6180647278,11.5803685,11.7257918
,,,,,,,0.09038199997,1.909279633,0.3171903992,12.32686615,12.47788394
,,,,,,,0.1004239999,1.91421936,-0.1166075134,12.42491226,12.5720435
,,,,,,,0.1104669999,1.684447174,-0.6595285034,11.59668457,11.73692605
,,,,,,,0.1205089999,1.082848206,-0.6997947693,10.94119766,11.01689971
,,,,,,,0.1305519999,0.8244854736,-0.8015830994,10.25442581,10.31869955
,,,,,,,0.140594,0.7583230590999999,-1.017434235,10.47910858,10.55565929
,,,,,,,0.150637,0.6312373352,-1.165925446,10.63732956,10.71963725
,,,,,,,0.160679,0.4299060059,-1.095871124,11.4011911,11.46180227
,,,,,,,0.170722,0.9187893677,-1.382075958,11.95339279,12.06805316
,,,,,,,0.1807639999,0.4825964355,-1.644180908,11.95503937,12.07721808
,,,,,,,0.1908069999,-0.510737915,-1.429976349,11.21243362,11.31478472
,,,,,,,0.2008489999,-0.2694396973,-1.357976074,9.878108368,9.974653964
,,,,,,,0.210892,0.05598358154,-1.125210114,9.649833069,9.71537494
,,,,,,,0.220934,0.2463876343,-0.6791377258,9.790989532,9.81760719
,,,,,,,0.230977,-0.05718109131,-0.4415817261,9.435478821,9.445979286
,,,,,,,0.241019,-0.70907547,-0.5590873718,9.128317566,9.172870232
,,,,,,,0.2510609999,-1.194815369,-1.234333191,10.12913635,10.27378048
,,,,,,,0.2611039999,-0.5218148804,-1.595831451,9.619595947,9.765018944
,,,,,,,0.2711459999,0.07125183105,-2.469265137,8.482710113999998,8.835084494
,,,,,,,0.281189,0.3365002441,-2.580633545,9.017996979,9.386009345
,,,,,,,0.291231,-1.100062408,-0.8437953186,11.0149942,11.10190187
,,,,,,,0.301274,-4.514761505,-1.404678955,8.356522522,9.601440677
,,,,,,,0.3113159999,-1.215173035,-2.111808472,4.019591217,4.700371696
,,,,,,,0.3213589999,1.28822113,-1.446142731,3.008443909,3.577929182
,,,,,,,0.3314009999,1.774859161,-1.317709808,3.810326385,4.405118766
,,,,,,,0.3414439999,1.266366577,-0.9816586304,4.70142334,4.966962794
,,,,,,,0.351486,0.5140310669,-0.2341131592,5.127736816,5.158751958
,,,,,,,0.361529,-0.1079255676,0.3990701294,5.223687286,5.240020397
,,,,,,,0.371571,-0.8960366821,0.6137237549,5.734724579,5.836660396
,,,,,,,0.3816129999,-3.501817932,0.2287243652,8.644673309,9.329813519000002
,,,,,,,0.3916559999,-4.484225006,-0.4029620361,11.28727798,12.15209022
,,,,,,,0.4016979999,1.236877899,-2.768193512,11.3202095,11.71921096
,,,,,,,0.4117409999,1.481618958,-4.169130249,10.85692291,11.72389086
,,,,,,,0.421783,-0.1908531189,-3.318898315,10.38405624,10.90321673
,,,,,,,0.431826,0.4679269409,-2.11315567,8.991502074999998,9.248323744
,,,,,,,0.441868,1.34555191,-1.475332031,7.048692169,7.326061413999998
,,,,,,,0.451911,2.168989563,-0.9431886292,6.272406464,6.703521713
,,,,,,,0.4619529999,3.863765259,-1.242715759,6.627468109,7.771509375
,,,,,,,0.4719959999,4.274062042,-1.501377869,7.896529083,9.103675818
,,,,,,,0.4820379999,4.516108704,-1.2859758,8.758736114999998,9.938029478
,,,,,,,0.492081,4.868326263,-1.194965057,8.718619537,10.05698109
,,,,,,,0.502123,3.799848175,-1.650617523,7.859106903,8.8841964
,,,,,,,0.512165,2.274220734,-1.957928467,6.711293793,7.351668396
,,,,,,,0.522208,3.179837494,-2.422262878,7.075785828,8.126836346999998
,,,,,,,0.5322499999,4.61370575,-2.557880859,8.359216918999998,9.88461141
,,,,,,,0.5422931666,4.739593964,-2.456990662,8.753646698,10.25314023
,,,,,,,0.5523351666,4.468956757,-2.662363586,7.865842896,9.430336092
,,,,,,,0.5623781666,4.497098236,-2.716850281,6.57702301,8.417980736
,,,,,,,0.5724201666,4.95993576,-2.428998871,5.615871735,7.876484851
,,,,,,,0.5824631666,5.621709595,-2.103276215,5.31215332,8.015382866999998
,,,,,,,0.5925051667,6.247408447,-2.035766602,5.393583984,8.500894433
,,,,,,,0.6025481666,6.268664246,-2.319426727,5.749394073,8.816542632
,,,,,,,0.6125901666,5.572012939,-3.141068115,6.071075134,8.818820238
,,,,,,,0.6226331666,5.705235901,-3.96196106,7.152127075,9.969943522
,,,,,,,0.6326751666,5.823190613,-4.056414642,6.945257263,9.929785854
,,,,,,,0.6427181666,5.923332367,-3.875440979,6.263275452,9.451641577
,,,,,,,0.6527601666,5.629942474,-3.633843384,6.622827759,9.421407407
,,,,,,,0.6628021667,6.041287079,-3.331621857,5.935756531,9.101102096000002
,,,,,,,0.6728451666,6.07631424,-3.309617615,5.653593292,8.935226948
,,,,,,,0.6828871666,5.860612793,-3.824397125,5.645210724,8.991173438
,,,,,,,0.6929301666,5.590873718,-4.30010788,5.824986877,9.147637336
,,,,,,,0.7029721666,5.30287262,-4.819078674,5.933960266,9.303540279000002
,,,,,,,0.7130151666,5.343138885,-5.147046661,6.223907318,9.68391681
,,,,,,,0.7230571666999999,5.552553406,-5.390290833,6.372398529,10.02464701
,,,,,,,0.7331001667,5.584586792,-5.537883911,5.87498291,9.816883011
,,,,,,,0.7431421666,6.257437592,-4.634063416,5.572162628,9.574918553
,,,,,,,0.7531851666,6.407276001,-4.893174591,5.880970459,9.979085974
